Ano_Mes,Date,Month_English,Quarter Name,Quarter_English,Semester Name,Semester_English
2017/jan,2017-01-10 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-11 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-12 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-13 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-14 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-15 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-16 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-17 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-18 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-19 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-20 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-21 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-22 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-23 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-24 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-25 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-26 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-27 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-28 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-29 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-30 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jan,2017-01-31 00:00:00,January,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/jul,2017-07-01 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-02 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-03 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-04 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-05 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-06 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-07 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-08 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-09 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-10 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-11 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-12 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-13 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-14 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-15 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-16 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-17 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-18 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-19 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-20 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-21 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-22 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-23 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-24 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-25 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-26 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-27 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-28 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-29 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-30 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jul,2017-07-31 00:00:00,July,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/jun,2017-06-01 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-02 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-03 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-04 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-05 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-06 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-07 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-08 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-09 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-10 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-11 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-12 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-13 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-14 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-15 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-16 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-17 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-18 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-19 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-20 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-21 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-22 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-23 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-24 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-25 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-26 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-27 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-28 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-29 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/jun,2017-06-30 00:00:00,June,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-01 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-02 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-03 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-04 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-05 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-06 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-07 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-08 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-09 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-10 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-11 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-12 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-13 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-14 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-15 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-16 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-17 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-18 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-19 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-20 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-21 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-22 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-23 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-24 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-25 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-26 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-27 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-28 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-29 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-30 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mai,2017-05-31 00:00:00,May,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-01 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-02 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-03 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-04 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-05 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-06 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-07 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-08 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-09 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-10 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-11 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-12 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-13 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-14 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-15 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-16 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-17 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-18 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-19 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-20 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-21 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-22 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-23 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-24 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-25 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-26 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-27 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-28 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-29 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-30 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/mar,2017-03-31 00:00:00,March,1º Trimestre,1º Quarter,1º Semestre,1º Semester
2017/nov,2017-11-01 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-02 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-03 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-04 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-05 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-06 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-07 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-08 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-09 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-10 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-11 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-12 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-13 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-14 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-15 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-16 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-17 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-18 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-19 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-20 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-21 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-22 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-23 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-24 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-25 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-26 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-27 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-28 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-29 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/nov,2017-11-30 00:00:00,November,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-01 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-02 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-03 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-04 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-05 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-06 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-07 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-08 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-09 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-10 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-11 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-12 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-13 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-14 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-15 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-16 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-17 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-18 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-19 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-20 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-21 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-22 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-23 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-24 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-25 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-26 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-27 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-28 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-29 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-30 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/out,2017-10-31 00:00:00,October,4º Trimestre,4º Quarter,2º Semestre,2º Semester
2017/set,2017-09-01 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-02 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-03 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-04 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-05 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-06 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-07 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-08 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-09 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-10 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-11 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-12 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-13 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-14 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-15 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-16 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-17 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-18 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-19 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-20 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-21 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-22 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-23 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-24 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-25 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-26 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-27 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-28 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-29 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2017/set,2017-09-30 00:00:00,September,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/abr,2018-04-01 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-02 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-03 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-04 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-05 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-06 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-07 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-08 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-09 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-10 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-11 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-12 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-13 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-14 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-15 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-16 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-17 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-18 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-19 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-20 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-21 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-22 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-23 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-24 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-25 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-26 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-27 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-28 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-29 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/abr,2018-04-30 00:00:00,April,2º Trimestre,2º Quarter,1º Semestre,1º Semester
2018/ago,2018-08-01 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-02 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-03 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-04 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-05 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-06 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-07 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-08 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-09 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-10 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-11 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-12 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-13 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-14 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-15 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-16 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-17 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-18 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-19 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
2018/ago,2018-08-20 00:00:00,August,3º Trimestre,3º Quarter,2º Semestre,2º Semester
